SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
L&TINFRA, N2, 27-Aug-2020,2053.11,2053.22,2060,2053.22,2060,2060,2058.26,107,2.2,10,107,100
L&TINFRA, N3, 27-Aug-2020,1049,1049,1058.6,1049,1058.6,1058.6,1052.75,61,0.64,7,46,75.41
L&TINFRA, N4, 27-Aug-2020,2011.1,2011.1,2012.01,2010.77,2012.01,2012.01,2011.77,50,1.01,5,50,100
L&TINFRA, N5, 27-Aug-2020,1032,1032,1032,1032,1032,1032,1032,20,0.21,1,20,100
L&TINFRA, N6, 27-Aug-2020,2111.5,2103.11,2120,2103,2120,2120,2111.86,172,3.63,20,162,94.19
LAKPRE, BZ, 27-Aug-2020,5.1,5.35,5.35,5.35,5.35,5.35,5.35,4049,0.22,20, -, -
LAKSHVILAS, EQ, 27-Aug-2020,21.4,21.7,21.75,21.05,21.2,21.25,21.31,1254214,267.26,2517,883120,70.41
LALPATHLAB, EQ, 27-Aug-2020,1851.75,1858.9,1859.75,1846,1857,1855.9,1854.93,52187,968.03,4327,28303,54.23
LAMBODHARA, EQ, 27-Aug-2020,34.4,34.05,35.3,33.3,33.95,33.75,33.93,22314,7.57,239,16222,72.7
LAOPALA, EQ, 27-Aug-2020,244.35,241.9,244.9,229.1,230,232.4,238.46,599573,1429.74,14820,238254,39.74
LASA, EQ, 27-Aug-2020,63.8,66.8,66.95,65.85,66.95,66.95,66.84,364512,243.65,1992,245573,67.37
LAURUSLABS, EQ, 27-Aug-2020,1149.75,1155.25,1219,1145.1,1191,1191.15,1190.16,1392077,16567.99,57155,459574,33.01
LAXMIMACH, EQ, 27-Aug-2020,3334,3371.15,3397.9,3336.1,3340.1,3341.5,3364.71,3349,112.68,866,2162,64.56
LEMONTREE, EQ, 27-Aug-2020,30.75,30.95,31.4,29.55,30.05,30,30.4,2366033,719.39,8965,1624446,68.66
LEXUS, SM, 27-Aug-2020,10.9,11.35,11.4,11.35,11.35,11.35,11.36,5000,0.57,4,4000,80
LFIC, EQ, 27-Aug-2020,56.65,58.85,58.85,53.85,55.95,55.2,55.35,3785,2.1,61,2185,57.73
LGBBROSLTD, EQ, 27-Aug-2020,277.5,279,282.45,268.5,268.5,269.9,273.2,78741,215.12,2820,50997,64.77
LGBFORGE, EQ, 27-Aug-2020,2.6,2.7,2.7,2.6,2.7,2.65,2.66,74732,1.99,85,64962,86.93
LIBAS, EQ, 27-Aug-2020,35.95,37.2,39.95,36.3,38.35,38.65,38.1,132117,50.33,797,69239,52.41
LIBERTSHOE, EQ, 27-Aug-2020,157.15,178.1,181.8,166,166.4,168.05,173.25,3474928,6020.35,37983,1154755,33.23
LICHSGFIN, EQ, 27-Aug-2020,298.05,300.95,304.8,298.8,304.6,303.85,302.62,6348576,19212.07,73905,2449812,38.59
LICNETFGSC, EQ, 27-Aug-2020,21.21,21.57,21.57,20.85,20.9,20.96,21.07,24626,5.19,117,23011,93.44
LICNETFN50, EQ, 27-Aug-2020,121.53,121.99,121.99,116.56,118.2,118.19,120.05,810,0.97,62,512,63.21
LICNETFSEN, EQ, 27-Aug-2020,403,401,415.99,401,415,414.5,409.82,48,0.2,11,28,58.33
LICNFNHGP, EQ, 27-Aug-2020,121.59,121.59,123.59,118.3,123.59,123.26,123.04,204,0.25,25,145,71.08
LINCOLN, EQ, 27-Aug-2020,245.5,247.65,254.95,247.1,249.6,249.7,251.03,364482,914.97,7516,157635,43.25
LINCPEN, EQ, 27-Aug-2020,183.2,183.2,185.35,171.95,174.85,174.35,177.71,10895,19.36,364,8304,76.22
LINDEINDIA, EQ, 27-Aug-2020,760.15,764,775,751,757,756.2,760.9,57825,439.99,2926,37137,64.22
LIQUIDBEES, EQ, 27-Aug-2020,1000,1002.99,1002.99,999.99,1000.01,1000,1000,821179,8211.78,3030,560555,68.26
LIQUIDETF, EQ, 27-Aug-2020,1000,999.9,1000.01,999.9,999.99,999.99,999.99,53559,535.59,95,53003,98.96
LOKESHMACH, EQ, 27-Aug-2020,23.9,24.25,24.25,23.05,23.7,23.55,23.68,38884,9.21,283,23940,61.57
LOTUSEYE, EQ, 27-Aug-2020,37.35,37.35,39.95,35.35,38,37.65,38.1,511949,195.08,3078,179731,35.11
LOVABLE, EQ, 27-Aug-2020,69.5,70.9,71.5,67.35,67.5,67.55,68.45,89756,61.44,1292,48284,53.79
LPDC, EQ, 27-Aug-2020,1.45,1.5,1.5,1.5,1.5,1.5,1.5,8039,0.12,9,8039,100
LSIL, EQ, 27-Aug-2020,0.8,0.85,0.85,0.8,0.85,0.8,0.82,1043179,8.56,325,584891,56.07
LT, EQ, 27-Aug-2020,968.95,975.25,980,965.3,979.5,975.6,973.51,4466694,43483.71,102286,1681698,37.65
LTI, EQ, 27-Aug-2020,2471.65,2470,2527.7,2455.65,2492.55,2496.85,2501.14,306228,7659.2,38425,158194,51.66
LTMFEOF2R, MF, 27-Aug-2020,10.25,10.25,10.25,10.25,10.25,10.25,10.25,150,0.02,1,150,100
LTMFEOFR, MF, 27-Aug-2020,8.35,8.43,8.45,8.4,8.4,8.4,8.43,20500,1.73,8,20500,100
LTTS, EQ, 27-Aug-2020,1540.55,1549,1564.5,1530,1535.35,1538.05,1547.59,77022,1191.98,8195,49774,64.62
LUMAXIND, EQ, 27-Aug-2020,1641,1642,1667,1590,1596,1595.8,1623.62,10409,169,1692,4342,41.71
LUMAXTECH, EQ, 27-Aug-2020,105.15,105.15,106.05,102.8,103.15,103.15,104.08,51830,53.94,1006,32808,63.3
LUPIN, EQ, 27-Aug-2020,978.75,978.75,994.5,975.25,984.1,983.2,985.89,3902552,38474.97,61623,678482,17.39
LUXIND, EQ, 27-Aug-2020,1356.95,1363.5,1378.95,1348.85,1359.6,1366.4,1363.52,78727,1073.46,5062,29251,37.15
LYKALABS, EQ, 27-Aug-2020,21.3,21.3,21.7,20.95,21.15,21.3,21.32,33660,7.18,327,30205,89.74
LYPSAGEMS, EQ, 27-Aug-2020,3.5,3.5,3.55,3.35,3.5,3.4,3.46,22408,0.77,58,14672,65.48
M&M, EQ, 27-Aug-2020,613.35,619.15,639.3,615.6,639,636.75,630.56,7637643,48159.65,110194,2267536,29.69
M&MFIN, EQ, 27-Aug-2020,142.85,144.9,145.5,140.35,141.25,140.9,142.53,8833949,12590.99,45492,2653545,30.04
M&MFIN, N2, 27-Aug-2020,1085.79,1084,1088.95,1083.11,1088.92,1088.93,1084.03,595,6.45,7,585,98.32
M100, EQ, 27-Aug-2020,18.19,18.11,18.39,18.11,18.28,18.24,18.29,51739,9.46,321,44153,85.34
M15RD, MF, 27-Aug-2020,6.34,6.9,6.9,6.9,6.9,6.9,6.9,21000,1.45,3,21000,100
M15RG, MF, 27-Aug-2020,5.62,6.15,6.15,6.15,6.15,6.15,6.15,200,0.01,1,200,100
M50, EQ, 27-Aug-2020,113.1,112.3,114,110.5,111.65,111.69,111.89,1677,1.88,59,1052,62.73
MAANALU, EQ, 27-Aug-2020,67.6,67,76.75,66.75,74.9,74.8,73.59,106884,78.66,1612,53011,49.6
MACPOWER, EQ, 27-Aug-2020,67.65,71,71,64.3,71,71,68.07,41381,28.17,289,32984,79.71
MADHAV, EQ, 27-Aug-2020,25.6,26.35,26.35,25.2,25.8,25.8,26,2535,0.66,48,2380,93.89
MADHUCON, EQ, 27-Aug-2020,2.85,2.95,2.95,2.95,2.95,2.95,2.95,13138,0.39,19,13138,100
MADRASFERT, EQ, 27-Aug-2020,19.15,19.2,19.35,19.05,19.15,19.15,19.12,47895,9.16,283,33859,70.69
MAGADSUGAR, EQ, 27-Aug-2020,125.7,127.9,130,125.1,128,127.45,127.72,43822,55.97,964,21537,49.15
MAGMA, EQ, 27-Aug-2020,38.35,38.7,41.35,38.05,40.45,40.25,40.07,3033301,1215.52,7331,1590823,52.45
MAGMA, N3, 27-Aug-2020,980,980,980,980,980,980,980,15,0.15,1,15,100
MAGMA, N6, 27-Aug-2020,982.5,982,982,982,982,982,982,12,0.12,2,12,100
MAGNUM, EQ, 27-Aug-2020,5.65,5.6,5.75,5.4,5.4,5.4,5.48,5162,0.28,23,5062,98.06
MAHABANK, EQ, 27-Aug-2020,14.35,14.25,14.5,13.8,13.9,13.85,14.06,4029125,566.46,6521,2315638,57.47
MAHAPEXLTD, BE, 27-Aug-2020,62.75,62.75,62.75,60,60,60,60.54,2223,1.35,27, -, -
MAHASTEEL, EQ, 27-Aug-2020,112.7,112.7,119,110.3,112.85,112.2,112.09,8408,9.42,215,7163,85.19
MAHEPC, EQ, 27-Aug-2020,166.05,166,169,164.3,166.4,165.75,166.81,108420,180.86,2840,41533,38.31
MAHESHWARI, EQ, 27-Aug-2020,167.55,173.8,173.8,165.4,168.1,168.35,169.47,13083,22.17,591,7725,59.05
MAHICKRA, SM, 27-Aug-2020,74.85,74.4,75,74.4,74.75,74.75,74.72,4500,3.36,3,4500,100
MAHINDCIE, EQ, 27-Aug-2020,150.45,152.9,152.9,147,148,147.75,149.32,146485,218.73,3682,78564,53.63
MAHLIFE, EQ, 27-Aug-2020,272.9,285.2,290,278,281,281.85,283,104998,297.14,4074,40601,38.67
MAHLOG, EQ, 27-Aug-2020,365.3,362.9,369.45,361.05,365.55,365.25,365.39,55426,202.52,4724,44561,80.4
MAHSCOOTER, EQ, 27-Aug-2020,3229.05,3268,3268,3149.95,3181.95,3174.85,3219.04,22249,716.2,3209,8483,38.13
MAHSEAMLES, EQ, 27-Aug-2020,248.4,247.55,252.25,238,242,240.25,244.17,125127,305.52,2845,85660,68.46
MAITHANALL, EQ, 27-Aug-2020,566.55,569.4,606,568.5,577.5,575.8,589.19,166529,981.17,9558,56680,34.04
MAJESCO, EQ, 27-Aug-2020,773.55,775.1,788,771,786.15,785.95,781.12,152520,1191.37,11541,107529,70.5
MALUPAPER, EQ, 27-Aug-2020,28.75,28.75,29.45,28.75,29,28.95,29.11,22942,6.68,146,10014,43.65
MAN50ETF, EQ, 27-Aug-2020,117.69,117.7,118,117.6,117.95,117.95,117.71,1507,1.77,23,1505,99.87
MANAKALUCO, EQ, 27-Aug-2020,9.15,9.6,9.6,8.9,9,9,9.14,11862,1.08,56,10670,89.95
MANAKCOAT, EQ, 27-Aug-2020,4.45,4.6,4.6,4.25,4.55,4.45,4.39,5824,0.26,23,4558,78.26
MANAKSIA, EQ, 27-Aug-2020,43.7,46.5,46.5,42.3,42.5,42.85,43.64,90719,39.59,970,47280,52.12
MANAKSTEEL, EQ, 27-Aug-2020,9.6,9.35,9.75,9.35,9.7,9.7,9.57,25485,2.44,147,18032,70.76
MANALIPETC, EQ, 27-Aug-2020,25.15,25.4,26,24.55,24.85,24.75,25.16,1349235,339.51,2919,816060,60.48
MANAPPURAM, EQ, 27-Aug-2020,158,159.2,159.35,154.8,155.1,155.25,156.66,6340711,9933.61,34230,2654194,41.86
MANAV, SM, 27-Aug-2020,4.8,4.65,4.65,4.65,4.65,4.65,4.65,4000,0.19,1,4000,100
MANGALAM, EQ, 27-Aug-2020,154.95,162.65,162.65,162.65,162.65,162.65,162.65,15620,25.41,150,15620,100
MANGCHEFER, EQ, 27-Aug-2020,35,35.1,35.25,34.55,34.7,34.7,34.9,245091,85.53,2002,170153,69.42
MANGLMCEM, EQ, 27-Aug-2020,210.65,211,216.2,207,211,212.15,212.76,144234,306.87,2995,66095,45.82
MANGTIMBER, EQ, 27-Aug-2020,8.9,9.3,9.3,8.6,8.85,8.85,8.68,3700,0.32,32,3151,85.16
MANINDS, EQ, 27-Aug-2020,63.75,64.4,65.65,63.05,63.6,63.75,64.28,236116,151.77,2303,118387,50.14
MANINFRA, EQ, 27-Aug-2020,27.7,28.9,29.95,28.5,28.55,28.6,29.2,3220015,940.11,8955,1110189,34.48
MANUGRAPH, EQ, 27-Aug-2020,11,11.5,11.5,11,11.05,11.05,11.29,3067,0.35,34,2421,78.94
MANXT50, EQ, 27-Aug-2020,278.95,280,281.2,279.4,279.6,279.6,280.33,1805,5.06,17,1802,99.83
MARALOVER, EQ, 27-Aug-2020,14.25,13.75,14.15,13.75,14,14,13.95,13673,1.91,64,12474,91.23
MARATHON, EQ, 27-Aug-2020,58.9,61.8,61.8,61.8,61.8,61.8,61.8,18914,11.69,85,18914,100
MARICO, EQ, 27-Aug-2020,370.2,371.4,375.45,369.55,374.1,374.65,372.25,1454666,5415,18189,500519,34.41
MARINE, SM, 27-Aug-2020,106.8,104.5,107.75,103.25,107.75,107.45,104.61,168000,175.74,48,136000,80.95
MARKSANS, EQ, 27-Aug-2020,51.4,51.5,51.8,49.65,50.4,50.45,50.48,2325832,1174.08,9256,1364204,58.65
MARSHALL, SM, 27-Aug-2020,8.6,9,9,8.6,8.6,8.6,8.9,12000,1.07,4,12000,100
MARUTI, EQ, 27-Aug-2020,7008.65,7043,7127.7,6960.8,7114.5,7098,7025.05,1158982,81419.06,86504,457423,39.47
MASFIN, EQ, 27-Aug-2020,815.5,829,829.65,791,815,818.6,816.93,26577,217.11,1287,20459,76.98
MASKINVEST, BE, 27-Aug-2020,59.5,56.55,56.55,56.55,56.55,56.55,56.55,100,0.06,1, -, -
MASTEK, EQ, 27-Aug-2020,752.75,755,758.75,733,738,738.15,744.62,217889,1622.44,9469,63674,29.22
MATRIMONY, EQ, 27-Aug-2020,596.9,607.95,639.4,574.1,592,584.45,610.41,139324,850.44,5695,76855,55.16
MAWANASUG, EQ, 27-Aug-2020,30.05,30.1,31.55,29.85,31.45,31.35,30.84,202348,62.4,1318,144779,71.55
MAXHEALTH, BE, 27-Aug-2020,124,123,123,117.8,117.8,117.8,119.15,771809,919.64,6200, -, -
MAXVIL, EQ, 27-Aug-2020,43.45,44,44.3,42.45,42.95,42.55,43.28,129542,56.07,1081,76172,58.8
MAYURUNIQ, EQ, 27-Aug-2020,303.55,307,309.4,291.95,294.4,294.2,299.81,143554,430.39,7474,76126,53.03
MAZDA, EQ, 27-Aug-2020,432.1,443.85,443.85,430.95,435,435.3,435.94,4665,20.34,247,3570,76.53
MBAPL, BE, 27-Aug-2020,72.5,76.1,76.1,70,72.95,72.95,72.27,13525,9.77,39, -, -
MBECL, BE, 27-Aug-2020,7.05,7.4,7.4,7.4,7.4,7.4,7.4,3130,0.23,14, -, -
MBLINFRA, EQ, 27-Aug-2020,9.5,9.95,9.95,9.95,9.95,9.95,9.95,6013,0.6,20,5913,98.34
MCDHOLDING, EQ, 27-Aug-2020,24.5,24.7,24.7,24.2,24.25,24.25,24.35,13256,3.23,140,11122,83.9
MCDOWELL-N, EQ, 27-Aug-2020,574.95,577.5,578.45,569,570,570.1,572.13,1710682,9787.3,38113,840432,49.13
MCL, EQ, 27-Aug-2020,77.9,79.9,79.9,77.15,77.2,78.55,78.48,1565,1.23,32,962,61.47
MCLEODRUSS, BE, 27-Aug-2020,24.5,25.7,25.7,25.7,25.7,25.7,25.7,52744,13.56,149, -, -
MCX, EQ, 27-Aug-2020,1699.3,1703,1706.55,1671,1675.2,1675.95,1683.32,160322,2698.73,10244,73040,45.56
MEGASOFT, BE, 27-Aug-2020,9.25,9,9.45,8.8,8.8,8.8,8.86,158518,14.04,148, -, -
MEGH, EQ, 27-Aug-2020,77.2,77,77.45,74.8,75,75.15,76.09,980235,745.82,5823,536984,54.78
MELSTAR, BZ, 27-Aug-2020,2.5,2.6,2.6,2.6,2.6,2.6,2.6,505,0.01,5, -, -
MENONBE, EQ, 27-Aug-2020,46.65,47.45,47.45,45.65,46.2,46,46.26,48622,22.49,599,37469,77.06
MEP, EQ, 27-Aug-2020,18.75,19,19.4,19,19,19.1,19.06,76614,14.6,244,64550,84.25
MERCATOR, EQ, 27-Aug-2020,1,0.95,1.05,0.95,1.05,1.05,0.98,2709445,26.48,658,2124075,78.4
METALFORGE, BE, 27-Aug-2020,6,6.3,6.3,5.7,6,6,5.87,6526,0.38,33, -, -
METKORE, BZ, 27-Aug-2020,0.7,0.7,0.7,0.65,0.65,0.65,0.67,9132,0.06,12, -, -
METROPOLIS, EQ, 27-Aug-2020,1835.45,1849.9,1865,1786,1799,1819.6,1832.85,65375,1198.22,8195,38014,58.15
MFSL, EQ, 27-Aug-2020,618.6,620,641.75,597.1,603.5,603.4,621.31,3812464,23687.4,61782,623555,16.36
MGEL, SM, 27-Aug-2020,59.2,60.85,62.5,60.85,61.75,61.5,61.43,50000,30.72,15,50000,100
MGL, EQ, 27-Aug-2020,1015.1,1016,1020,990,994.5,992.8,999.57,931220,9308.21,25552,419865,45.09
MHHL, SM, 27-Aug-2020,18.15,19,19,18,18,18,18.5,6000,1.11,2,6000,100
MHRIL, EQ, 27-Aug-2020,184.6,188.8,194.65,179.3,180,180.1,184.52,219246,404.56,3588,152180,69.41
MIC, BE, 27-Aug-2020,0.7,0.7,0.7,0.65,0.7,0.7,0.68,26702,0.18,29, -, -
MIDHANI, EQ, 27-Aug-2020,230.4,231.8,233.25,223,224.4,224.65,226.35,1033317,2338.86,13477,416952,40.35
MILTON, SM, 27-Aug-2020,10.35,10.85,10.85,10.4,10.8,10.65,10.56,35200,3.72,8,30800,87.5
MINDA-RE, BE, 27-Aug-2020,100.75,100.2,100.2,85,92,90.8,91.4,87711,80.17,1684, -, -
MINDACORP, EQ, 27-Aug-2020,81.05,82.65,83,80.25,80.75,80.65,81.51,929602,757.75,5731,552590,59.44
MINDAIND, EQ, 27-Aug-2020,358.55,358.9,361.7,345,355.3,354.65,353,374714,1322.74,13567,220103,58.74
MINDSPACE, RR, 27-Aug-2020,314.8,315,315.85,313.56,315.45,315.02,314.38,111200,349.59,271,105800,95.14
MINDTECK, BE, 27-Aug-2020,38.45,36.55,36.55,36.55,36.55,36.55,36.55,6983,2.55,72, -, -
MINDTREE, EQ, 27-Aug-2020,1171.75,1180.6,1185,1144,1150,1149.35,1166.41,651181,7595.45,19438,194326,29.84
MIRCELECTR, EQ, 27-Aug-2020,10,10.15,10.15,9.5,9.55,9.55,9.61,713034,68.52,1081,515132,72.25
MIRZAINT, EQ, 27-Aug-2020,56.8,59,62.3,58.15,59.05,59.25,60.42,4159226,2512.94,20256,1213323,29.17
MITTAL, EQ, 27-Aug-2020,29.45,30.9,30.9,30.15,30.9,30.9,30.84,19738,6.09,157,18646,94.47
MMFL, EQ, 27-Aug-2020,290.4,295,299.85,276.45,281.1,283.95,286.54,24810,71.09,966,15828,63.8
MMP, EQ, 27-Aug-2020,90.15,93.9,94.65,90,91,90.4,91.55,12957,11.86,110,10928,84.34
MMTC, EQ, 27-Aug-2020,19.85,19.95,20.05,19.6,19.65,19.65,19.82,727586,144.2,1779,325140,44.69
MODIRUBBER, BE, 27-Aug-2020,30.9,32.4,32.4,31,32.4,32.4,31.93,889,0.28,19, -, -
MOHOTAIND, EQ, 27-Aug-2020,9.8,10.25,10.25,10,10.25,10.25,10.18,8273,0.84,28,4274,51.66
MOIL, EQ, 27-Aug-2020,150.5,151,151.95,149,149.35,149.7,150.87,206645,311.76,6019,133089,64.4
MOLDTECH, EQ, 27-Aug-2020,45.3,46.1,46.7,44.85,45.45,45.55,45.71,48100,21.99,450,34491,71.71
MOLDTKPAC, EQ, 27-Aug-2020,292.15,292.15,297.75,292.15,297,295.3,295.79,39365,116.44,1696,25690,65.26
MONTECARLO, EQ, 27-Aug-2020,186.25,187.6,195,184,188.45,187.95,191.03,106851,204.11,2629,40987,38.36
MORARJEE, EQ, 27-Aug-2020,11.2,11.7,11.75,11,11.45,11.55,11.5,9892,1.14,59,7318,73.98
MOREPENLAB, EQ, 27-Aug-2020,27,28.35,28.35,26.6,27.35,27.4,27.92,13691998,3822.61,17179,4233541,30.92
MOTHERSUMI, EQ, 27-Aug-2020,116.65,117.45,118.7,116.3,117.15,116.9,117.28,9204347,10794.48,42357,2146072,23.32
MOTILALOFS, EQ, 27-Aug-2020,707.15,703.2,716.65,701.6,705.25,705.3,706.84,94119,665.28,3245,67377,71.59
MOTOGENFIN, EQ, 27-Aug-2020,18.45,18.3,19.35,18.2,19.35,19.35,19.22,14104,2.71,135,10776,76.4
MPHASIS, EQ, 27-Aug-2020,1200.05,1205,1209.9,1165.2,1185,1180.6,1193.26,382072,4559.11,8038,311064,81.42
MPSLTD, EQ, 27-Aug-2020,386,382.05,398.25,382.05,394.95,392.95,391.46,8043,31.49,409,4809,59.79
MPTODAY, SM, 27-Aug-2020,13.8,14,14.45,14,14.45,14.45,14.29,14000,2,7,12000,85.71
MRF, EQ, 27-Aug-2020,59336.75,59786,59799,59100,59498.65,59316.55,59429.74,12994,7722.3,5453,1955,15.05
MRO-TEK, EQ, 27-Aug-2020,26.65,26.65,27.25,26,27.25,26.7,26.86,5686,1.53,29,4256,74.85
MRPL, EQ, 27-Aug-2020,34,34.15,34.3,33.8,33.95,33.9,34.01,726307,246.99,2671,421230,58
MSPL, EQ, 27-Aug-2020,7.8,8,8,7.5,7.75,7.75,7.69,30869,2.37,200,15348,49.72
MSTCLTD, EQ, 27-Aug-2020,153.15,154.55,156.85,152.15,153.4,152.65,154.44,509964,787.6,4599,69060,13.54
MTEDUCARE, EQ, 27-Aug-2020,13.15,13.15,13.9,11.9,13.25,13.35,13.36,187286,25.03,535,122666,65.5
MTNL, EQ, 27-Aug-2020,9.2,9.15,9.25,9.1,9.15,9.15,9.16,679697,62.24,12009,516210,75.95
MUKANDENGG, EQ, 27-Aug-2020,9.3,8.9,9.4,8.85,9.35,9.25,9.02,12249,1.1,73,10481,85.57
MUKANDLTD, EQ, 27-Aug-2020,28.2,28.2,29.6,28.1,28.2,28.5,29.07,67202,19.53,219,50862,75.69
MUKTAARTS, EQ, 27-Aug-2020,27.85,28.1,29.2,28.1,29.2,29.2,29.04,57330,16.65,213,55415,96.66
MUNJALAU, EQ, 27-Aug-2020,67.2,65.8,65.9,62.8,62.95,63.1,63.7,1042889,664.32,7826,521690,50.02
MUNJALSHOW, EQ, 27-Aug-2020,158.45,155,155.8,149.25,150.95,150.15,152.01,180960,275.08,3877,118494,65.48
MURUDCERA, EQ, 27-Aug-2020,16.65,17.4,17.95,17.05,17.75,17.85,17.62,333942,58.85,1139,195809,58.64
MUTHOOTCAP, EQ, 27-Aug-2020,480,482.1,490,461,470,470.25,475.76,83845,398.9,4812,40589,48.41
MUTHOOTFIN, EQ, 27-Aug-2020,1206.35,1215,1227.55,1190.1,1193.45,1196.45,1210.76,1899745,23001.26,58649,483724,25.46
N100, EQ, 27-Aug-2020,863.14,992.6,992.6,867,875,874.93,875.34,110211,964.72,1419,102001,92.55
NABARD, N2, 27-Aug-2020,1267,1263.65,1270,1263.6,1267,1267,1266.15,1231,15.59,14,1090,88.55
NACLIND, EQ, 27-Aug-2020,47.4,48.8,51.25,41.5,49.25,49.3,49.38,3723382,1838.63,13136,1365652,36.68
NAGAFERT, EQ, 27-Aug-2020,4.85,4.8,4.9,4.75,4.85,4.8,4.82,171059,8.24,344,121570,71.07
NAGREEKEXP, EQ, 27-Aug-2020,15.9,16.15,16.15,15.35,15.55,15.6,15.67,3341,0.52,58,2298,68.78
NAHARCAP, EQ, 27-Aug-2020,71.5,71.25,73.25,71.2,71.6,71.3,71.4,7741,5.53,70,6040,78.03
NAHARINDUS, EQ, 27-Aug-2020,27.95,27.95,28.95,27.4,28.3,28.2,28.23,25250,7.13,208,19248,76.23
NAHARPOLY, EQ, 27-Aug-2020,69,70.5,70.5,68.4,69.8,69.2,69.58,20241,14.08,471,13360,66
NAHARSPING, EQ, 27-Aug-2020,39.1,39.15,42.35,38.95,42.3,41.75,41.09,43873,18.03,411,33516,76.39
NAM-INDIA, EQ, 27-Aug-2020,287.2,289,297.75,287.6,290.45,290.1,293.66,2543820,7470.18,28336,955429,37.56
NANDANI, SM, 27-Aug-2020,7.65,8,8,8,8,8,8,5000,0.4,1,5000,100
NATCOPHARM, EQ, 27-Aug-2020,823.9,828,836.6,807,810.55,811.95,819.78,275125,2255.42,13997,142727,51.88
NATHBIOGEN, EQ, 27-Aug-2020,328.15,333.1,335.95,320.65,322.4,321.65,324.57,82615,268.14,2490,58134,70.37
NATIONALUM, EQ, 27-Aug-2020,37.5,37.85,38.7,36.9,37.15,37.1,37.57,16538700,6212.86,23848,6638756,40.14
NATNLSTEEL, EQ, 27-Aug-2020,3.15,3.3,3.3,3.3,3.3,3.3,3.3,3935,0.13,6,3935,100
NAUKRI, EQ, 27-Aug-2020,3251.2,3275,3310,3251.05,3285,3277.35,3277.41,218136,7149.21,15493,79677,36.53
NAVINFLUOR, EQ, 27-Aug-2020,2135.2,2137,2168,2050,2099.8,2098.45,2127.91,77435,1647.75,10507,57192,73.86
NAVKARCORP, EQ, 27-Aug-2020,29.05,29.4,29.75,29,29.3,29.25,29.37,349064,102.52,1357,187670,53.76
NAVNETEDUL, EQ, 27-Aug-2020,80.85,81.65,81.65,79.5,79.85,79.85,80.55,76884,61.93,1517,51341,66.78
NBCC, EQ, 27-Aug-2020,28.4,28.7,28.75,28.3,28.4,28.4,28.51,7677556,2188.82,38330,3509120,45.71
NBIFIN, EQ, 27-Aug-2020,1594.15,1630,1630,1555,1580,1580.05,1572.18,216,3.4,21,103,47.69
NBVENTURES, EQ, 27-Aug-2020,70.6,71,75.65,69,69.2,69.3,72.2,5594840,4039.32,27884,2527573,45.18
NCC, EQ, 27-Aug-2020,36,36.25,37.25,36,36.35,36.4,36.66,20190978,7402.92,40386,5716098,28.31
NCLIND, EQ, 27-Aug-2020,102.2,105,105.55,102.3,103.1,103.15,103.2,907870,936.91,7028,450038,49.57
NDGL, EQ, 27-Aug-2020,644.25,605.2,656.95,605,630.65,630.35,626.69,450,2.82,51,214,47.56
NDL, BE, 27-Aug-2020,25.1,24.25,25,24,24.7,24.65,24.3,30836,7.49,160, -, -
NDRAUTO, EQ, 27-Aug-2020,228.25,216.85,216.85,216.85,216.85,216.85,216.85,1763,3.82,77,1763,100
NDTV, EQ, 27-Aug-2020,36.5,36,36.75,36,36.5,36.6,36.36,37913,13.78,491,28643,75.55
NECCLTD, EQ, 27-Aug-2020,9.85,9.85,10.25,9.65,10.25,10.15,9.87,62853,6.2,140,36558,58.16
NECLIFE, EQ, 27-Aug-2020,24.2,24.65,24.7,23.3,23.55,23.45,23.7,543273,128.73,2002,336627,61.96
NELCAST, EQ, 27-Aug-2020,62.65,62.1,63,58.6,59.65,59.45,60.48,368679,222.99,3075,230892,62.63
NELCO, EQ, 27-Aug-2020,216.3,216.35,227.1,215.05,216.5,216.85,221.36,447643,990.91,8535,138299,30.89
NEOGEN, EQ, 27-Aug-2020,731.25,740.1,767.8,732,750,752.8,759.94,104423,793.55,5543,42577,40.77
NESCO, EQ, 27-Aug-2020,598.55,604,614.05,592,597.85,595.9,602.85,167075,1007.22,7451,46498,27.83
NESTLEIND, EQ, 27-Aug-2020,16190.05,16235,16240.3,16085,16141,16113.7,16143.19,127656,20607.75,30190,67680,53.02
NETF, EQ, 27-Aug-2020,113.76,116.4,117.7,114,115.08,115.08,115.46,612,0.71,24,470,76.8
NETFCONSUM, EQ, 27-Aug-2020,55.64,57,57,54.3,56,56,55.46,6317,3.5,69,5654,89.5
NETFDIVOPP, EQ, 27-Aug-2020,29.44,30.9,30.9,28.7,29.88,29.88,29.83,1872,0.56,27,1868,99.79
NETFIT, EQ, 27-Aug-2020,18.09,18.45,18.49,18.1,18.2,18.2,18.21,34746,6.33,65,34256,98.59
NETFLTGILT, EQ, 27-Aug-2020,21.56,21.63,21.64,21.56,21.56,21.56,21.59,46284,9.99,184,35051,75.73
NETFMID150, EQ, 27-Aug-2020,66.19,66.93,66.98,65.75,66.23,65.88,66.09,97059,64.14,475,85438,88.03
